name,tourism,email,phone,website,coordinates
Hotel Landmark Kathmandu,hotel,info@landmark.com.np,9851229890,NULL,"[85.3191443, 27.7129726]"
आर्यतारा काठमाडौं होटल,hotel,info@aryatarakathmanduhotel.com,+977-1-442385; +977-1-4412873; +977-9860856648,https://www.aryatarakathmanduhotel.com/,"[85.3144987, 27.7160488]"
Hotel Prince Plaza Pvt. Ltd.,hotel,htlcrownplaza@yahoo.com; info@crownplazanepal.com,9851075345,NULL,"[85.3337523, 27.7113943]"
Hotel Crown Plaza,hotel,htlcrownplaza@yahoo.com; info@crownplazanepal.com,9851075345,www.crownplaza.com.np,"[85.3281444, 27.7130878]"
Hotel Shivam Plaza Pvt. Ltd.,hotel,htlcrownplaza@yahoo.com; info@crownplazanepal.com,9851089904,NULL,"[85.3462155, 27.7042183]"
Hotel Thorong Peak,hotel,thorongpeak@gmail.com,9801097661,NULL,"[85.3109206, 27.7134327]"
Hotel Holiday Taj,hotel,bhim.kapri@yahoo.com,9851071105,NULL,"[85.3178501, 27.7072285]"
Kathmandu Suite Home,hotel,sales@kathmandusuitehome.com,9851126351,NULL,"[85.3069764, 27.7150349]"
Thamel Eco Resort,hotel,thamelecoresort@gmail.com,9851037083,NULL,"[85.312768, 27.7137052]"
Kathmandu Garden Home,hotel,kathmandugardenhome@gmail.com,9801068301,NULL,"[85.3095339, 27.7172758]"
Skyline Hotel,hotel,skylinehotelnepal@gmail.com,9841797644,NULL,"[85.3114635, 27.7155035]"
Taleju Boutique Hotel,hotel,info@talejuboutiquehotel.com,9851027652,NULL,"[85.3132139, 27.7111217]"
Shiva Tirupati Hotel,hotel,hotelshivatirupati@gmail.com,9851243678,NULL,"[85.3222489, 27.7080015]"
Mirage Lords Inn,hotel,mlikn@lordshotels.com,9801098869,NULL,"[85.3416614, 27.7038113]"
Hotel Festoon,hotel,hotelfestoon@gmail.com,9843755333,NULL,"[85.3100623, 27.717163]"
Holyland Guest House,hotel,saranadhikari20@gmail.com,9851013072,NULL,"[85.3107476, 27.7166733]"
Hotel Lily,hotel,kajibabu2008@gmail.com,9851066279,NULL,"[85.3095064, 27.7169285]"
Dom Himalaya Hotel,hotel,info@domhimalayahotel.com,9802096671,https://www.domhimalayahotel.com,"[85.3088144, 27.7128735]"
NULL,hotel,info@hoteljaysuites.com,9843622804,NULL,"[85.3129712, 27.7115212]"
Hotel Narayana,hotel,nepal@hotelnarayana.com,9802031523;9851024965,NULL,"[85.3489275, 27.7057242]"
NULL,hotel,shresthakeshab613@gmail.com,9851032613,NULL,"[85.3506924, 27.7015506]"
Timber House,hotel,namasterajendra@gmail.com,9851167270,https://timberhousenepal.com/,"[85.3086454, 27.7129186]"
Comfort Inn Hotel and Apartments,hotel,comfortinnktm@gmail.com,9851117535,NULL,"[85.2980112, 27.6877463]"
Hotel Ananda Pashupati P Ltd,hotel,info@anandapashupati.com,9818366324,NULL,"[85.3502807, 27.7041117]"
Shiva Shankhar Hotel,hotel,NULL,9813905607,http://www.shivashankarhotel.com/,"[85.3446253, 27.7105987]"
Hotel Arts,hotel,NULL,9510200713,NULL,"[85.31058, 27.7160346]"
Chillout Holiday Home,hotel,NULL,9851042289; 9851131425,NULL,"[85.3121826, 27.7109305]"
Hotel Everest Nepal,hotel,NULL,9851029611,NULL,"[85.3130758, 27.7119362]"
Kasthamandap Boutique Hotel,hotel,NULL,9851022200,NULL,"[85.3132246, 27.7116334]"
NULL,apartment,NULL,NULL,NULL,"[85.379552, 27.7251873]"
Hotel Surya,hotel,NULL,NULL,NULL,"[85.3441215, 27.7070939]"
Hotel Adhar and Guest House,hotel,NULL,NULL,NULL,"[85.344219, 27.7070597]"
Hotel Jyoti and Guest House,hotel,NULL,NULL,NULL,"[85.343628, 27.7075732]"
Hotel Sagarmatha and Lodge,hotel,NULL,NULL,NULL,"[85.3422328, 27.7080232]"
The Everest Hotel Kathmandu,hotel,dos@theeveresthotel.com,14780100,https://theeveresthotel.com/,"[85.3420517, 27.6914846]"
Traditional Comfort- A Boutique Hotel,hotel,manager@traditionalcomfort.com,4410454,www.traditionalcomfort.com,"[85.3231502, 27.7109721]"
NULL,artwork,NULL,NULL,NULL,"[85.3611245, 27.7213944]"
Aria Boutique Hotel & Spa,hotel,chairman.kailashgroupnepal@gmail.com,9851031027,https://www.ariaboutiquehotel.com/,"[85.3090618, 27.7117349]"
Four Seasons Boutique Hotel & Spa,hotel,chairman.kailashgroupnepal@gmail.com,9851031027,www.fourseasonsboutiquehotel.com,"[85.309265, 27.7121101]"
Ramada Encore Hotel,hotel,Se@ramadaencorekathmandu.com,9802323402,https://www.ramadaencorekathmandu.com,"[85.3086716, 27.715099]"
Nana Hotels and Resorts,hotel,vivek.pyakuryal@gmail.com,9813109752,https://www.nana.com.np/,"[85.3106216, 27.7155644]"
NULL,information,NULL,NULL,NULL,"[85.324336, 27.7232615]"
NULL,attraction,NULL,NULL,NULL,"[85.2499903, 27.6692871]"
NULL,guest_house,NULL,NULL,NULL,"[85.2508905, 27.671482]"
NULL,apartment,NULL,NULL,NULL,"[85.379655, 27.7249675]"
NULL,artwork,NULL,NULL,NULL,"[85.4635288, 27.7279822]"
NULL,viewpoint,NULL,NULL,NULL,"[85.4924387, 27.7776365]"
NULL,apartment,NULL,NULL,NULL,"[85.3537775, 27.7419158]"
NULL,hostel,NULL,NULL,NULL,"[85.3331354, 27.6862181]"
Hotel Readers Inn,hotel,shresthakeshab613@gmail.com,9851032613,NULL,"[85.3507577, 27.7023945]"
Platinum Hotel,hotel,info@platinumhotel.com,9851097039,NULL,"[85.2914407, 27.6983413]"
Rosebud Hotel & Resort,hotel,rosebudhotelkathmandu@gmail.com,+977 985-1090483,NULL,"[85.3059736, 27.7114493]"
Aloft Kathmandu Thamel,hotel,Gmsecy@aloftkathmanduthamel.com; vikram.singh3@marriott.com,9801976000,NULL,"[85.3132203, 27.7158609]"
Amar Hotel,hotel,amarhotelnepal@gmail.com,+977-1-4278408; +977-1-4283493,http://www.amarhotelnepal.com/,"[85.294429, 27.6988415]"
Ambassador Garden Home,hotel,info@aghhotel.com,+977-1-4700724; +977-1-4701133,https://aghhotel.com/booking/,"[85.3099357, 27.7148853]"
NULL,hostel,NULL,9843757761,NULL,"[85.3341359, 27.7320604]"
NULL,hotel,NULL,NULL,NULL,"[85.4991802, 27.7758259]"
Kalu Pandey Statue,artwork,NULL,NULL,NULL,"[85.2227051, 27.7178236]"
NULL,guest_house,NULL,NULL,NULL,"[85.3020248, 27.7270118]"
NULL,hotel,NULL,NULL,NULL,"[85.3087745, 27.7359282]"
NULL,guest_house,NULL,NULL,NULL,"[85.3609091, 27.7201474]"
NULL,viewpoint,NULL,NULL,NULL,"[85.3733743, 27.7682737]"
NULL,camp_site,NULL,NULL,NULL,"[85.3820591, 27.7702796]"
NULL,attraction,NULL,NULL,NULL,"[85.3069136, 27.70344]"
Hotel buddy,hotel,NULL,NULL,NULL,"[85.312597, 27.7147194]"
Hotel buddy,hotel,NULL,NULL,NULL,"[85.3125836, 27.7147129]"
Yatri,hotel,NULL,NULL,NULL,"[85.312595, 27.7147464]"
Milarepa,guest_house,NULL,NULL,NULL,"[85.3140905, 27.7142004]"
नेपाली घर,hotel,NULL,NULL,NULL,"[85.3131596, 27.716553]"
Souvenir Guest House,guest_house,NULL,4410277,NULL,"[85.3131856, 27.7161902]"
Om Lumbini Hygienic Food Centre,hotel,NULL,NULL,NULL,"[85.3130444, 27.7159763]"
K Hostel,hostel,NULL,NULL,NULL,"[85.3129389, 27.7159784]"
Thamel Home,guest_house,NULL,NULL,NULL,"[85.3126051, 27.7172699]"
Hotel Bright Star,hotel,NULL,NULL,NULL,"[85.3125329, 27.7173865]"
Annapurna Guest house,hotel,info@annapurnagh.com; annapurnagh@yahoo.com,+977-1-4417461; +977-9851027653,NULL,"[85.3123582, 27.7173628]"
Three Monkeys Tourist Hostel,hotel,NULL,NULL,NULL,"[85.3141271, 27.7156844]"
ओएसिस काठमाडौं होटल,hotel,NULL,NULL,NULL,"[85.3142386, 27.7152396]"
एभर्ल्यान्ड काठमाडौं होटल,hotel,NULL,5907276,NULL,"[85.3142177, 27.715888]"
Lhasa Guest House,guest_house,NULL,NULL,NULL,"[85.3121657, 27.7118025]"
Buddha Bagaicha Hotel Pvt.Ltd,hotel,NULL,NULL,NULL,"[85.3121645, 27.7117778]"
Jyatha Inn Guest House,guest_house,NULL,NULL,NULL,"[85.3122751, 27.7108381]"
Hotel Blue Diamond Pvt.Ltd,hotel,NULL,NULL,NULL,"[85.3122301, 27.7125531]"
Hotel Namtso,hotel,NULL,14239652,NULL,"[85.3122338, 27.7125923]"
Hotel Felicity Pvt. Ltd.,hotel,NULL,NULL,NULL,"[85.3121799, 27.712151]"
Hotel Thamel House,hotel,NULL,NULL,NULL,"[85.3116731, 27.7170581]"
Tibet Guest House,guest_house,tibet@mail.com.np,"4260383, 4251763",http://www.tibetguesthouse.com,"[85.308997, 27.712022]"
Kathmandu Regency Hotel,hotel,NULL,NULL,NULL,"[85.3088905, 27.7114267]"
Fujiya Guest House,guest_house,NULL,609180825,NULL,"[85.3089383, 27.7115102]"
Hotel De Universe,hotel,NULL,14248004,NULL,"[85.3108351, 27.7103631]"
Hotel Triratna,hotel,Info@hoteltriratna.com,15365298,https://www.hoteltriratna.com/,"[85.3113489, 27.7118506]"
Rosemary Hostel,hostel,rosemaryhostel123@gmail.com,+9779841959517,https://www.rosemaryhostels.com/,"[85.3110553, 27.7107743]"
8848 Hostel,hostel,NULL,NULL,NULL,"[85.3110574, 27.7106834]"
Hotel Yukhang,hotel,NULL,NULL,NULL,"[85.3102243, 27.7122917]"
Hotel Green Horizon,hotel,NULL,NULL,NULL,"[85.3097414, 27.7129495]"
Oyo Tayoma,hotel,NULL,NULL,NULL,"[85.3104793, 27.7122149]"
Hotel Travelers Home,hotel,sales@travelershome.com.np,14233802,NULL,"[85.3108376, 27.7123019]"
Thamel Apartment,hotel,thamel.apartments@gmail.com,14220353,NULL,"[85.3111485, 27.7122532]"
Oscar Guest House,guest_house,NULL,NULL,NULL,"[85.3100851, 27.7133823]"
The Kathamndu Hotel Pvt. Ltd,hotel,info@theaddresskathmanduhotel.com,4255336,NULL,"[85.3102959, 27.713642]"
Thamel Villa Heritage Hotel,hotel,NULL,NULL,NULL,"[85.3099149, 27.7136222]"
The Address Kathmandu Hotel,hotel,info@theaddresskathmnaduhotel.com,14260230,NULL,"[85.3102069, 27.7134486]"
Hotel Namaste And Spa,hotel,NULL,980050000,NULL,"[85.3101584, 27.7131435]"
Hotel Access Nepal,hotel,NULL,14701385,NULL,"[85.3100165, 27.7150195]"
Kathmandu Guest House,hotel,NULL,NULL,NULL,"[85.310125, 27.7155833]"
Hotel President Thamel,hotel,NULL,NULL,NULL,"[85.3119588, 27.7143786]"
Mandala Suite,hotel,NULL,NULL,NULL,"[85.310695, 27.7144593]"
New Shree Guest House,guest_house,NULL,14266277,NULL,"[85.3107419, 27.7142401]"
Hotel Agaman With Apartment,hotel,NULL,14701874,NULL,"[85.3107363, 27.7142525]"
A One Lumbini Tandoori Dhawa Restaurant,hotel,NULL,NULL,NULL,"[85.3106704, 27.714357]"
Hotel Seven Star Pvt Ltd,hotel,info@hotelsevenstar.com.np,4218708,NULL,"[85.3113951, 27.7141367]"
Hotel Nepal Tara,hotel,NULL,NULL,NULL,"[85.3111931, 27.7140125]"
Thamel Peace Villa Hotel,hotel,NULL,4700166,NULL,"[85.3106932, 27.714426]"
Tapari Momo Stick Food,hotel,NULL,NULL,NULL,"[85.3117969, 27.715118]"
Sky Line Hotel,hotel,NULL,14444399,www.skylinepvtltd.com,"[85.3114009, 27.715187]"
New White Lotus Guest House And Roof Top Garden,hotel,NULL,4429386,NULL,"[85.3113334, 27.7153591]"
Hotel Luna Kathmandu,hotel,NULL,NULL,NULL,"[85.3120921, 27.7167297]"
NULL,apartment,NULL,NULL,NULL,"[85.3463574, 27.7566825]"
NULL,viewpoint,NULL,NULL,NULL,"[85.380567, 27.7696153]"
NULL,attraction,NULL,NULL,NULL,"[85.3821446, 27.7822923]"
NULL,apartment,NULL,NULL,NULL,"[85.2452863, 27.6792774]"
NULL,apartment,NULL,9841242224,NULL,"[85.3628333, 27.726549]"
NULL,apartment,NULL,NULL,NULL,"[85.3353148, 27.7443978]"
NULL,apartment,NULL,NULL,NULL,"[85.3867404, 27.7159296]"
NULL,camp_site,NULL,NULL,NULL,"[85.2974886, 27.7114115]"
NULL,apartment,NULL,NULL,NULL,"[85.3617397, 27.7605606]"
NULL,hostel,NULL,NULL,NULL,"[85.3599035, 27.7242755]"
Hyatt Place Kathmandu,hotel,NULL,+977 1 538 1234,https://www.hyatt.com/en-US/hotel/nepal/hyatt-place-kathmandu/ktmzk,"[85.2892474, 27.6991545]"
NULL,camp_site,NULL,NULL,NULL,"[85.2814196, 27.5869968]"
NULL,camp_site,NULL,NULL,NULL,"[85.2815254, 27.5871676]"
NULL,camp_site,NULL,NULL,NULL,"[85.287721, 27.6006572]"
Kastamandap Boys Hostel,hostel,NULL,NULL,NULL,"[85.3297095, 27.6846361]"
Heaven Himalaya,attraction,info@heavenhimalaya.com,01-4357403,https://www.heavenhimalaya.com/,"[85.3050638, 27.7194155]"
Shine Home And Apartment,guest_house,NULL,+977 1 4385190,NULL,"[85.3099731, 27.7221997]"
AI boutique Hotel,hotel,NULL,NULL,NULL,"[85.3100036, 27.7158661]"
NULL,hotel,NULL,NULL,NULL,"[85.3365247, 27.7313045]"
ARYAL INT'L HOTEL,hotel,NULL,NULL,NULL,"[85.3352586, 27.6864886]"
Hotel Sunset View,hotel,NULL,NULL,NULL,"[85.3346613, 27.6852466]"
HOTEL RANI MAHAL PVT. LTD.,hotel,NULL,NULL,NULL,"[85.335236, 27.6861418]"
Emperial Guest Housde,guest_house,NULL,NULL,NULL,"[85.3132615, 27.7135034]"
NULL,apartment,NULL,NULL,NULL,"[85.3472692, 27.6768936]"
NULL,attraction,NULL,NULL,NULL,"[85.2793364, 27.7034776]"
Hotel Butsugar,hotel,NULL,NULL,NULL,"[85.3591498, 27.7232841]"
Boudha Boutique Hotel,hotel,NULL,NULL,NULL,"[85.3611872, 27.7258141]"
NULL,apartment,NULL,NULL,NULL,"[85.2794857, 27.7033728]"
Siwangi Pradhan,attraction,NULL,NULL,NULL,"[85.331411, 27.7169029]"
NULL,viewpoint,NULL,NULL,NULL,"[85.3788995, 27.7375936]"
NULL,apartment,NULL,NULL,NULL,"[85.2756358, 27.6824886]"
Hotel Mount D.J.,hotel,NULL,NULL,NULL,"[85.4298022, 27.773276]"
NULL,hotel,NULL,NULL,NULL,"[85.3748343, 27.6961163]"
New Sagarmatha Guest House,guest_house,NULL,NULL,NULL,"[85.345752, 27.7334119]"
Hotel Kusum,hostel,NULL,9851067783,NULL,"[85.3455905, 27.7333486]"
Indreni Arts,artwork,NULL,NULL,NULL,"[85.3321067, 27.7418552]"
Guitar shop,artwork,NULL,NULL,NULL,"[85.3487069, 27.7183061]"
Gyan music and art,artwork,NULL,NULL,NULL,"[85.3302446, 27.7415055]"
Tamor guesthouse,guest_house,NULL,NULL,NULL,"[85.3301561, 27.7414489]"
3D Guest house,guest_house,NULL,NULL,NULL,"[85.345778, 27.7203403]"
Gimiko guest house,guest_house,NULL,NULL,NULL,"[85.3458052, 27.7202568]"
Taplejung Dhankuta guest house,guest_house,NULL,NULL,NULL,"[85.3458243, 27.7196392]"
Sher Kanchanjanga guest house,guest_house,NULL,NULL,NULL,"[85.3459109, 27.7198575]"
Gorkhali guest house,guest_house,NULL,NULL,NULL,"[85.3461726, 27.7190974]"
Sagarmatha top guest house,guest_house,NULL,NULL,NULL,"[85.3463981, 27.7186552]"
Khotanghalesi guest house,guest_house,NULL,NULL,NULL,"[85.3462155, 27.7172572]"
Hotel Hardik,hotel,NULL,NULL,NULL,"[85.3198142, 27.705872]"
Unique Guest House,hotel,NULL,NULL,NULL,"[85.3186655, 27.705105]"
NULL,apartment,NULL,NULL,NULL,"[85.3245809, 27.7294383]"
Aqua Closet,aquarium,NULL,9803845858,NULL,"[85.2779123, 27.6751991]"
Nirvana Peace,guest_house,NULL,NULL,NULL,"[85.3082809, 27.7179996]"
NULL,hotel,NULL,NULL,https://www.bodhiboutiquehotel.com/,"[85.3131912, 27.7118512]"
NULL,hotel,NULL,NULL,NULL,"[85.3468837, 27.7035754]"
Green Eco resort,hotel,NULL,NULL,NULL,"[85.2580924, 27.6683226]"
Ancient Sri Baghbhairab Area,picnic_site,NULL,NULL,NULL,"[85.2540906, 27.66053]"
NULL,information,NULL,NULL,NULL,"[85.3496986, 27.7130832]"
Sunil Khaja Ghar,hotel,NULL,9818414387,NULL,"[85.3024343, 27.7412264]"
Lucky Girls Hostel,hostel,NULL,NULL,NULL,"[85.2706219, 27.6737156]"
Gulmeli Sushant Hotel and Khaja Ghar,hotel,NULL,NULL,NULL,"[85.2758608, 27.6846526]"
Lyaku Museum,museum,NULL,NULL,NULL,"[85.275236, 27.6794137]"
Jheegu Homestay,hotel,NULL,NULL,NULL,"[85.275244, 27.6819763]"
NULL,hotel,NULL,NULL,NULL,"[85.3643175, 27.721998]"
NULL,hotel,NULL,NULL,NULL,"[85.3113784, 27.7170007]"
NULL,camp_site,NULL,NULL,NULL,"[85.2782837, 27.6879971]"
Hotel Jampa,hotel,info@hoteljampa.com,+977-1-4701382,https://hoteljampa.com/,"[85.310602, 27.7161912]"
Nandini Khaja Hotel,hotel,NULL,NULL,NULL,"[85.2786349, 27.689953]"
Paschimeli Khaja Ghat,hotel,NULL,NULL,NULL,"[85.2800995, 27.6825039]"
Angel Girls Hostel,hostel,NULL,NULL,NULL,"[85.2798011, 27.6820917]"
Angel Residence Girls Hostel,hostel,NULL,NULL,NULL,"[85.2801992, 27.6821074]"
Kirtipur community homestay,guest_house,NULL,NULL,NULL,"[85.2752752, 27.6794745]"
NULL,hotel,nobelpeacehotel1@gmail.com,9803096331,http://www.nobelpeacehotel.com,"[85.3657083, 27.7316399]"
NULL,hotel,NULL,NULL,NULL,"[85.3669869, 27.7321385]"
Staff  Hotel,hotel,NULL,NULL,NULL,"[85.2865854, 27.6537384]"
Taudha picnic sports,picnic_site,NULL,NULL,NULL,"[85.2833233, 27.6503895]"
Jalbinayak Guest House And Resort,guest_house,NULL,NULL,NULL,"[85.2888832, 27.6609587]"
NULL,hotel,NULL,+977-1-4980615,NULL,"[85.3082167, 27.730458]"
Bhajangal girls hostel,hotel,NULL,NULL,NULL,"[85.2824377, 27.6715898]"
NULL,apartment,NULL,NULL,NULL,"[85.34169, 27.7263657]"
NULL,hostel,NULL,NULL,NULL,"[85.3425772, 27.6982907]"
NULL,hostel,NULL,NULL,NULL,"[85.3430383, 27.6992296]"
Hotel Venture,hotel,NULL,NULL,NULL,"[85.3545754, 27.7166378]"
NULL,guest_house,NULL,NULL,NULL,"[85.3622837, 27.724448]"
Fulbari Gate,information,NULL,NULL,NULL,"[85.2950013, 27.7446863]"
Om Kathmandu Boys Hostel,hostel,NULL,980-7077799,NULL,"[85.3367689, 27.6828455]"
Vivantta Hotel,hotel,NULL,014220223,NULL,"[85.3163295, 27.6917962]"
Global Hotel,hotel,NULL,NULL,NULL,"[85.3502201, 27.7134813]"
Ujwalo Sikshya Girls Hostel,hostel,NULL,NULL,NULL,"[85.3489471, 27.7165827]"
Hotel Shalimar,hotel,NULL,NULL,NULL,"[85.3131738, 27.6982936]"
Hotel Meridian Nepal Pvt.Ltd,hotel,NULL,"014268836,4248325",NULL,"[85.3131898, 27.6983847]"
New Soni Guest House,hotel,NULL,NULL,NULL,"[85.3132066, 27.6998497]"
Rara Guest House and Resturant,hotel,NULL,015903445,NULL,"[85.3131567, 27.6999125]"
Himalayan Panchpokhari Hotel & Bar,hotel,NULL,NULL,NULL,"[85.361583, 27.7182572]"
Madhuban Hotel,hotel,NULL,+977-1-4952848,https://madhubanhotel.com.np/,"[85.310147, 27.7207477]"
Sambanda Guest House And Special Sekuwaa House,guest_house,NULL,NULL,NULL,"[85.3525703, 27.6754928]"
दोलखाली रिमाल होटल,hotel,NULL,NULL,NULL,"[85.3518864, 27.6756396]"
तामाकोशी गेस्ट हाउस,guest_house,NULL,NULL,NULL,"[85.351716, 27.6757155]"
होटल सनशाइन भ्यू तथा रेस्टुरेन्ट,hotel,lamashyam62@gmail.com,NULL,NULL,"[85.353367, 27.6749243]"
police guest house,guest_house,NULL,NULL,NULL,"[85.3181189, 27.7033259]"
Aruna Girls Hostel,hostel,NULL,NULL,NULL,"[85.3218581, 27.7017602]"
Hotel Indreni And Lodge,hotel,NULL,014610700,NULL,"[85.3480289, 27.6783045]"
Indreni Hotel And Guest House,guest_house,NULL,NULL,NULL,"[85.3479411, 27.6782788]"
Ramailo Lodge And Bhojanayala,hotel,NULL,NULL,NULL,"[85.3477796, 27.6781569]"
Aakashey Pul Guest House And Resturant And Thakali Bansa Ghar,guest_house,NULL,NULL,NULL,"[85.3474872, 27.6779265]"
Sevika Guest House,guest_house,NULL,NULL,NULL,"[85.3473807, 27.6778747]"
New Samyukta Guest House,guest_house,NULL,NULL,NULL,"[85.3468124, 27.6775136]"
Welcome Guest House,guest_house,NULL,NULL,NULL,"[85.3466901, 27.6774076]"
New Illameli Guest House,guest_house,NULL,NULL,NULL,"[85.3464867, 27.6772843]"
Monalisha Hotel And Lodge,hotel,NULL,014601143,NULL,"[85.3463936, 27.6772258]"
Hotel Sewantika Pvt.Ltd,hotel,info@hotelsewantika.com.np,"014600288,4600289",www.hotelsewantika.com.np,"[85.3460098, 27.6769755]"
Hotel Trimurti Pvt.Ltd,hotel,NULL,"015147334,5147335",NULL,"[85.345404, 27.6765709]"
Hotel Happy Stay,hotel,NULL,015910954,NULL,"[85.34414, 27.6757074]"
City Guest House,guest_house,NULL,NULL,NULL,"[85.3424601, 27.6741821]"
Bisram Guest House,guest_house,NULL,NULL,NULL,"[85.3480176, 27.6774861]"
Hotel Home Guest House,guest_house,NULL,NULL,NULL,"[85.3479702, 27.6774604]"
Dipika Guest House and Restaurant,guest_house,NULL,NULL,NULL,"[85.3453975, 27.6757413]"
Hair Hotel,hotel,NULL,"015100207,015100208",NULL,"[85.3460351, 27.6762277]"
Amara Hotel and Guest House,guest_house,NULL,015100565,NULL,"[85.3456026, 27.6759452]"
Hotel View Point and Guest House,guest_house,NULL,NULL,NULL,"[85.3453167, 27.6757607]"
Mitra Guest House,guest_house,NULL,NULL,NULL,"[85.344002, 27.6748208]"
Namaste Guest House,guest_house,NULL,015100672,NULL,"[85.3438896, 27.6747078]"
Subhim Guest House,guest_house,NULL,NULL,NULL,"[85.3433865, 27.6742061]"
Parbat Guest House,guest_house,NULL,NULL,NULL,"[85.3433605, 27.6741255]"
Beni Bhojanalaya and Guest House,guest_house,NULL,NULL,NULL,"[85.3429011, 27.6737301]"
Sandhar Guest House and Rooftop Khaja and Khana ghar,guest_house,NULL,NULL,NULL,"[85.3491143, 27.6782305]"
SAS Hotel,hotel,NULL,NULL,NULL,"[85.3488034, 27.6779869]"
Hotel Liyoli Inn,hotel,NULL,NULL,NULL,"[85.3178726, 27.7033513]"
Kathmandu Grand Hotel,hotel,kathmandugrandhotel@gmail.com,+97714701483,https://www.kathmandugrandhotel.com,"[85.3102023, 27.717341]"
रोयल इन गेस्ट हाउस तथा रेस्टुरन्ट,guest_house,NULL,NULL,NULL,"[85.3525733, 27.6748248]"
Hotel Height And Kasturi Guest House,guest_house,NULL,015149522,NULL,"[85.3525636, 27.6747781]"
रामेछाप पञ्चपोखरी होटल,hotel,NULL,NULL,NULL,"[85.3524788, 27.6744898]"
अतीथी गेस्ट हाउस,guest_house,NULL,NULL,NULL,"[85.3526701, 27.674639]"
Hisila Suppliers Pvt Ltd,information,NULL,NULL,NULL,"[85.3325466, 27.7629951]"
ACO Poultry Farm,information,NULL,NULL,NULL,"[85.3356834, 27.7643877]"
हलेसी वान ढुवानी सेवा,information,NULL,NULL,NULL,"[85.3378498, 27.7645171]"
Destination Art Gallery,gallery,NULL,NULL,NULL,"[85.3288971, 27.7868682]"
मिमिचा गा:,information,NULL,NULL,NULL,"[85.3284582, 27.7636197]"
Royal Dine,information,NULL,NULL,NULL,"[85.3294388, 27.7629274]"
Rolpa manika Gest House,hotel,NULL,NULL,NULL,"[85.3103413, 27.7363813]"
Paradise Guest House,hotel,NULL,NULL,NULL,"[85.3106493, 27.7359945]"
NULL,hotel,NULL,NULL,NULL,"[85.3105778, 27.7356622]"
White House Hotel,hotel,NULL,NULL,NULL,"[85.3105183, 27.735512]"
Hotel Agrigato,hotel,NULL,01-5907248,NULL,"[85.3104711, 27.7353319]"
Pabitra Laligurans Guest House,hotel,NULL,NULL,NULL,"[85.3108886, 27.7360532]"
Veenas residency,hotel,NULL,NULL,NULL,"[85.3289817, 27.7594214]"
The Hostel Aawas,hostel,hostelaawas@gmail.com,"+977-9823515790, +977-9841608262",NULL,"[85.3209604, 27.7376473]"
NULL,guest_house,NULL,NULL,NULL,"[85.3083623, 27.7368418]"
Hotel Tanahun Magar,hotel,NULL,NULL,NULL,"[85.3081903, 27.7367112]"
Hotel Satkar,hotel,NULL,NULL,NULL,"[85.3081316, 27.7366008]"
Parbat Banke Bardiya Guest House,guest_house,NULL,NULL,NULL,"[85.3081194, 27.7365637]"
Sa-Dikchya Guest House,guest_house,NULL,"01 4360137, 9813351614",NULL,"[85.3078342, 27.7362333]"
Tanahun Deurali Guest House,guest_house,NULL,01-4383752,NULL,"[85.3077999, 27.7362032]"
Hotel Subha Yatra,hotel,NULL,NULL,NULL,"[85.3077525, 27.7361461]"
Manakamana Guest House,guest_house,NULL,NULL,NULL,"[85.3075583, 27.7357436]"
New Hotel Pokhara Garden,hotel,NULL,9851110626,NULL,"[85.3078, 27.7355199]"
Royal Gorkha Hotel Lodge and Tandoori Bhojanalaya,hotel,NULL,NULL,NULL,"[85.3079815, 27.7354881]"
Dhading Ganga Jamuna Hotel,hotel,NULL,NULL,NULL,"[85.307822, 27.7355411]"
Pokhara Samjhana Guest House,guest_house,NULL,NULL,NULL,"[85.3083993, 27.735404]"
Baikuntha Guest House,guest_house,NULL,NULL,NULL,"[85.3085031, 27.735374]"
Hotel Shuvatara Pvt Ltd,hotel,NULL,NULL,NULL,"[85.3085946, 27.7353367]"
Parbat Samjhana Guest House,guest_house,NULL,NULL,NULL,"[85.3086732, 27.7353983]"
Hotel Sathibhai,hotel,NULL,NULL,NULL,"[85.3087829, 27.735355]"
Hotel Tanahun Vyas,hotel,NULL,"01-4955042, 4959906",NULL,"[85.3088156, 27.7353419]"
Hotel Yeti Pokhara,hotel,NULL,NULL,NULL,"[85.3088511, 27.7353478]"
Lek Basin Hotel,hotel,NULL,NULL,NULL,"[85.311942, 27.7361805]"
Bhumika Guest House,hotel,NULL,NULL,NULL,"[85.3119466, 27.736177]"
Sudur Paschim Hotel and Restaurant,hotel,NULL,NULL,NULL,"[85.3299359, 27.7433499]"
Hotel Magic Mountain,hotel,NULL,NULL,NULL,"[85.3119308, 27.7360553]"
Baglung Panchkot Guest House And Restaurant,hotel,NULL,9862225443,NULL,"[85.3124025, 27.7354931]"
New Pashupati Guest House And Restarunt,hotel,NULL,NULL,NULL,"[85.3124133, 27.7353963]"
Deurali Guest house,hotel,NULL,NULL,NULL,"[85.3131629, 27.7361079]"
NULL,attraction,NULL,NULL,NULL,"[85.27298, 27.6199837]"
Hotel Panda and Sekuwa Corner,hotel,NULL,NULL,NULL,"[85.3340931, 27.7528064]"
Dafe Tole Dhapasi,information,NULL,NULL,NULL,"[85.3334932, 27.7515518]"
S.S hotel Dream and Tass House,hotel,NULL,NULL,NULL,"[85.3337047, 27.7522901]"
